campus;categoria;curso;cor/raça;possui_necessidade_especial;necessidades_especiais
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno do Espectro Autista (TEA), Deficiência Física
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Síndrome de Irlen
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Preta;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PRODUÇÃO DE CERVEJA ARTESANAL - BÁSICO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Parda;Sim;Transtorno do Espectro Autista (TEA)
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Sim;Transtorno do Espectro Autista (TEA)
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno do Espectro Autista (TEA)
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Não Informado;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Discalculia
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Amarela (de origem oriental);Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno do Espectro Autista (TEA), Dislexia
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;SÃO BENTO DO SUL - ASSISTENTE ESCOLAR;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Docente;;Não Informado;;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno do Espectro Autista (TEA), Altas Habilidades/Superdotação
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Técnico Administrativo;;Preta;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TRANSTORNO DO ESPECTRO AUTISTA NO AEE;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Sim;AUTISMO, Transtorno do Espectro Autista (TEA) - Suporte 1, Transtorno do Espectro Autista (TEA), Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS SÃO BENTO DO SUL;Discente;PARTIU IF - SBS;Não declarada;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE COMPUTAÇÃO;Branca;Sim;AUTISMO, Transtorno do Espectro Autista (TEA), Surdez, Deficiência Intelectual, Deficiência Visual (Baixa Visão), Transtorno do Espectro Autista (TEA) - Suporte 1
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS SÃO BENTO DO SUL;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
